cs,period,n1,c1,percryRNA
0.6,24,4,Type 2 Coupling,1.066935873
0.6,24,101,Type 1 Coupling,1.070106918
0.6,72,2,Type 1 Coupling,1.073232003
0.6,24,63,Type 1 Coupling,1.076312897
0.6,24,107,Type 3 Coupling,1.079392142
0.6,24,23,Type 2 Coupling,1.082494502
0.6,24,44,Type 1 Coupling,1.085590417
0.6,72,2,Type 1 Coupling,1.088625692
0.6,24,111,Type 1 Coupling,1.091559727
0.6,24,27,Type 2 Coupling,1.094381794
0.6,72,133,Type 2 Coupling,1.097095954
0.6,72,197,Type 1 Coupling,1.099716412
0.6,72,117,Type 3 Coupling,1.102283794
0.6,72,279,Type 2 Coupling,1.104771309
0.6,72,56,Type 2 Coupling,1.107134162
0.6,72,117,Type 2 Coupling,1.109339669
0.6,72,109,Type 3 Coupling,1.111434093
0.6,72,98,Type 3 Coupling,1.11350277
0.6,24,158,Type 3 Coupling,1.115600027
0.6,24,211,Type 1 Coupling,1.117759879
0.6,48,2,Type 3 Coupling,1.119977246
0.6,24,65,Type 1 Coupling,1.122188212
0.6,48,50,Type 3 Coupling,1.124321678
0.6,48,4,Type 3 Coupling,1.126331001
0.6,48,4,Type 3 Coupling,1.128217766
0.6,48,4,Type 3 Coupling,1.129998254
0.7,48,4,Type 3 Coupling,1.131689317
0.7,48,8,Type 3 Coupling,1.133320593
0.7,48,85,Type 3 Coupling,1.134908281
0.7,48,95,Type 3 Coupling,1.136414545
0.7,48,94,Type 3 Coupling,1.137835982
0.7,24,45,Type 1 Coupling,1.13916115
0.7,48,100,Type 3 Coupling,1.140384002
0.7,48,79,Type 3 Coupling,1.141519109
0.7,48,101,Type 3 Coupling,1.142523941
0.7,48,143,Type 3 Coupling,1.143394004
0.7,72,390,Type 2 Coupling,1.144180165
0.7,72,24,Type 3 Coupling,1.144917241
0.7,72,8,Type 3 Coupling,1.145578819
0.7,72,10,Type 3 Coupling,1.146137133
0.7,72,8,Type 3 Coupling,1.146589864
0.7,72,1,Type 3 Coupling,1.146938639
0.7,72,9,Type 3 Coupling,1.147200256
0.7,72,9,Type 3 Coupling,1.147373059
0.7,72,8,Type 3 Coupling,1.147448664
0.8,72,6,Type 3 Coupling,1.147428648
0.8,72,8,Type 3 Coupling,1.147338616
0.8,72,8,Type 3 Coupling,1.147185078
0.8,72,4,Type 3 Coupling,1.14696036
0.8,72,1,Type 3 Coupling,1.146662214
0.8,72,8,Type 3 Coupling,1.14627673
0.8,72,21,Type 3 Coupling,1.145777802
0.8,72,18,Type 3 Coupling,1.145134391
0.8,72,11,Type 3 Coupling,1.144360847
0.8,72,11,Type 3 Coupling,1.143479305
0.8,72,9,Type 3 Coupling,1.142474461
0.8,72,12,Type 3 Coupling,1.141308629
0.8,72,4,Type 3 Coupling,1.139973395
0.8,72,7,Type 3 Coupling,1.138443302
0.8,72,4,Type 3 Coupling,1.136695161
0.8,72,20,Type 3 Coupling,1.134732129
0.8,72,9,Type 3 Coupling,1.132587649
0.8,48,4,Type 3 Coupling,1.130262118
0.8,48,4,Type 3 Coupling,1.127792691
0.8,48,4,Type 3 Coupling,1.125207738
0.8,24,56,Type 1 Coupling,1.122543558
0.9,48,5,Type 3 Coupling,1.119812372
0.9,48,5,Type 3 Coupling,1.116967182
0.9,48,17,Type 3 Coupling,1.113944551
0.9,24,100,Type 3 Coupling,1.110736022
0.9,48,14,Type 3 Coupling,1.107353503
0.9,24,68,Type 1 Coupling,1.103803215
0.9,48,18,Type 3 Coupling,1.100086544
0.9,48,17,Type 3 Coupling,1.096207009
0.9,48,30,Type 3 Coupling,1.092210353
0.9,24,72,Type 1 Coupling,1.088125759
0.9,48,25,Type 3 Coupling,1.08397681
0.9,48,25,Type 3 Coupling,1.079775319
0.9,48,33,Type 3 Coupling,1.075515976
0.9,48,10,Type 3 Coupling,1.071196562
0.9,48,24,Type 3 Coupling,1.066833757
0.9,48,26,Type 3 Coupling,1.062449376
0.9,48,8,Type 3 Coupling,1.058062684
0.9,48,23,Type 3 Coupling,1.053653302
0.9,48,29,Type 3 Coupling,1.04921638
0.9,48,27,Type 3 Coupling,1.044763378
0.9,48,245,Type 3 Coupling,1.040301444
0.9,48,24,Type 3 Coupling,1.03580595
0.9,24,99,Type 1 Coupling,1.03125631
0.9,24,76,Type 1 Coupling,1.026666784
0.9,72,37,Type 3 Coupling,1.02202601
0.9,72,164,Type 3 Coupling,1.017312588
0.9,72,230,Type 3 Coupling,1.012537629
0.9,72,390,Type 3 Coupling,1.007703809
0.9,24,225,Type 3 Coupling,1.00280961
0.9,24,92,Type 1 Coupling,0.997865897
0.3,48,2,Type 1 Coupling,0.992872201
0.3,24,74,Type 2 Coupling,0.987821287
0.3,48,5,Type 1 Coupling,0.982716636
0.3,24,33,Type 2 Coupling,0.977574286
0.3,48,4,Type 1 Coupling,0.972399673
0.3,48,6,Type 3 Coupling,0.967200955
0.3,48,4,Type 3 Coupling,0.961987778
0.4,48,6,Type 3 Coupling,0.956786434
0.4,48,4,Type 2 Coupling,0.951599585
0.4,48,4,Type 2 Coupling,0.946435496
0.4,48,4,Type 2 Coupling,0.941317822
0.4,48,7,Type 3 Coupling,0.936258394
0.4,48,5,Type 3 Coupling,0.931267966
0.4,48,9,Type 1 Coupling,0.926339078
0.4,24,191,Type 3 Coupling,0.921482674
0.4,24,220,Type 3 Coupling,0.916699244
0.4,48,24,Type 3 Coupling,0.911979152
0.4,48,24,Type 3 Coupling,0.907306419
0.4,24,277,Type 1 Coupling,0.902675546
0.4,48,60,Type 3 Coupling,0.898070268
0.4,24,74,Type 1 Coupling,0.893499576
0.4,48,80,Type 3 Coupling,0.888990176
0.4,48,130,Type 3 Coupling,0.884548378
0.4,48,130,Type 3 Coupling,0.8801815
0.4,48,130,Type 3 Coupling,0.875898345
0.4,48,130,Type 3 Coupling,0.871710151
0.5,48,224,Type 3 Coupling,0.867635822
0.5,48,293,Type 3 Coupling,0.863689036
0.5,48,1,Type 3 Coupling,0.859850981
0.5,48,293,Type 3 Coupling,0.856096222
0.5,48,52,Type 3 Coupling,0.852426512
0.5,24,123,Type 1 Coupling,0.848843237
0.5,48,131,Type 3 Coupling,0.845347956
0.5,24,115,Type 2 Coupling,0.841954143
0.5,48,24,Type 3 Coupling,0.838685517
0.5,48,27,Type 3 Coupling,0.835568549
0.5,48,19,Type 3 Coupling,0.832618727
0.5,48,67,Type 3 Coupling,0.829823594
0.5,48,24,Type 3 Coupling,0.827186472
0.5,48,23,Type 3 Coupling,0.82467761
0.5,48,387,Type 3 Coupling,0.822291738
0.5,48,387,Type 3 Coupling,0.820024312
0.5,48,387,Type 3 Coupling,0.817846616
0.5,72,387,Type 3 Coupling,0.815741934
0.5,24,191,Type 1 Coupling,0.813714512
0.5,48,224,Type 3 Coupling,0.811781524
0.5,48,110,Type 3 Coupling,0.809954503
0.5,48,114,Type 3 Coupling,0.808237188
0.6,48,44,Type 3 Coupling,0.806622757
0.6,48,36,Type 3 Coupling,0.805104842
0.6,48,390,Type 3 Coupling,0.803672682
0.6,48,390,Type 3 Coupling,0.802331835
0.6,48,131,Type 3 Coupling,0.80109287
0.6,48,55,Type 3 Coupling,0.799970411
0.6,48,39,Type 3 Coupling,0.798953274
0.6,48,82,Type 3 Coupling,0.79804784
0.6,48,70,Type 3 Coupling,0.797266629
0.6,24,147,Type 1 Coupling,0.796624291
0.6,48,186,Type 3 Coupling,0.796119857
0.6,48,390,Type 3 Coupling,0.795764181
0.6,48,390,Type 3 Coupling,0.795583797
0.6,48,93,Type 3 Coupling,0.795578562
0.6,48,105,Type 3 Coupling,0.795713265
0.6,48,71,Type 3 Coupling,0.795963772
0.6,24,77,Type 2 Coupling,0.796330708
0.6,24,84,Type 2 Coupling,0.796822275
0.6,48,104,Type 3 Coupling,0.797470054
0.6,48,25,Type 1 Coupling,0.798283135
0.6,48,25,Type 1 Coupling,0.799262003
0.6,48,25,Type 1 Coupling,0.800384467
0.6,48,25,Type 1 Coupling,0.801588359
0.6,48,20,Type 1 Coupling,0.802847893
0.6,48,10,Type 1 Coupling,0.804162635
0.6,48,390,Type 3 Coupling,0.805529761
0.6,24,132,Type 2 Coupling,0.806962397
0.7,48,390,Type 3 Coupling,0.808503187
0.7,48,135,Type 3 Coupling,0.810172954
0.7,48,100,Type 1 Coupling,0.811972548
0.7,48,100,Type 1 Coupling,0.813908266
0.7,48,100,Type 1 Coupling,0.815982155
0.7,48,100,Type 1 Coupling,0.818198032
0.7,48,100,Type 1 Coupling,0.820558248
0.7,48,50,Type 1 Coupling,0.82305848
0.7,48,50,Type 1 Coupling,0.82567807
0.7,48,50,Type 1 Coupling,0.8284228
0.7,24,117,Type 2 Coupling,0.831310271
0.7,48,50,Type 1 Coupling,0.834350036
0.7,24,167,Type 2 Coupling,0.837513793
0.7,48,50,Type 1 Coupling,0.840784706
0.7,48,25,Type 1 Coupling,0.844187692
0.7,48,25,Type 1 Coupling,0.847720561
0.7,48,25,Type 1 Coupling,0.851371114
0.7,48,25,Type 1 Coupling,0.855129478
0.7,48,25,Type 1 Coupling,0.858981448
0.8,48,50,Type 1 Coupling,0.862898419
0.8,48,50,Type 1 Coupling,0.86687123
0.8,48,50,Type 1 Coupling,0.870915874
0.8,24,205,Type 2 Coupling,0.87505075
0.8,48,50,Type 1 Coupling,0.879290685
0.8,24,330,Type 3 Coupling,0.883616383
0.8,48,50,Type 1 Coupling,0.888023184
0.8,24,97,Type 2 Coupling,0.892500538
0.8,48,50,Type 1 Coupling,0.897040893
0.8,48,50,Type 1 Coupling,0.901645204
0.8,48,50,Type 1 Coupling,0.906303642
0.8,48,50,Type 1 Coupling,0.9110132
0.8,48,50,Type 1 Coupling,0.915784881
0.8,48,25,Type 1 Coupling,0.920622147
0.8,48,25,Type 1 Coupling,0.925524993
0.8,48,25,Type 1 Coupling,0.930499563
0.8,24,38,Type 2 Coupling,0.935529324
0.8,48,25,Type 1 Coupling,0.940570475
0.8,48,25,Type 1 Coupling,0.945630478
0.8,48,100,Type 1 Coupling,0.950741042
0.8,48,100,Type 1 Coupling,0.95590127
0.9,48,100,Type 1 Coupling,0.961088017
0.9,48,50,Type 1 Coupling,0.966262178
0.9,48,50,Type 1 Coupling,0.971389016
0.9,48,50,Type 1 Coupling,0.97648468
0.9,48,25,Type 1 Coupling,0.981584035
0.9,48,25,Type 1 Coupling,0.9866906
0.9,24,81,Type 2 Coupling,0.991784947
0.9,48,25,Type 1 Coupling,0.996810611
0.9,48,100,Type 1 Coupling,1.001726019
0.9,48,100,Type 1 Coupling,1.006518717
0.9,48,100,Type 1 Coupling,1.011176116
0.9,48,100,Type 1 Coupling,1.015699392
0.9,48,100,Type 1 Coupling,1.020126085
0.9,48,50,Type 1 Coupling,1.0244726
0.9,48,50,Type 1 Coupling,1.028736546
0.9,48,25,Type 1 Coupling,1.032924719
0.9,48,4,Type 3 Coupling,1.037012787
0.9,24,126,Type 2 Coupling,1.040993892
0.9,48,26,Type 3 Coupling,1.044846697
0.9,24,315,Type 3 Coupling,1.048571886
0.9,48,24,Type 3 Coupling,1.052181968
0.9,24,134,Type 2 Coupling,1.055704895
0.9,48,22,Type 3 Coupling,1.059173287
0.9,48,30,Type 3 Coupling,1.062582261
0.9,48,23,Type 3 Coupling,1.065958166
0.9,48,26,Type 3 Coupling,1.069311877
0.9,48,25,Type 1 Coupling,1.072621219
0.9,48,20,Type 1 Coupling,1.075909744
0.9,24,2,Type 3 Coupling,1.079219288
0.9,48,25,Type 3 Coupling,1.082557267
0.3,24,170,Type 2 Coupling,1.085914951
0.3,48,39,Type 3 Coupling,1.089252294
0.3,24,142,Type 2 Coupling,1.092543098
0.3,48,35,Type 3 Coupling,1.095791189
0.3,48,4,Type 3 Coupling,1.098993249
0.3,48,4,Type 3 Coupling,1.102092654
0.3,24,153,Type 2 Coupling,1.105089415
0.4,48,29,Type 3 Coupling,1.108042327
0.4,48,27,Type 3 Coupling,1.110985834
0.4,48,68,Type 3 Coupling,1.113875173
0.4,48,81,Type 3 Coupling,1.116704362
0.4,48,91,Type 3 Coupling,1.119468435
0.4,48,196,Type 3 Coupling,1.122143244
0.4,48,45,Type 3 Coupling,1.124774329
0.4,24,173,Type 2 Coupling,1.127391436
0.4,48,46,Type 3 Coupling,1.129981255
0.4,48,47,Type 3 Coupling,1.132537399
0.4,48,46,Type 3 Coupling,1.135037473
0.4,48,153,Type 3 Coupling,1.137473706
0.4,48,151,Type 3 Coupling,1.139834135
0.4,48,19,Type 3 Coupling,1.142095736
0.4,48,19,Type 3 Coupling,1.144243096
0.4,48,17,Type 3 Coupling,1.146267717
0.4,48,17,Type 3 Coupling,1.148171857
0.4,48,17,Type 3 Coupling,1.149969441
0.4,48,17,Type 3 Coupling,1.151629751
0.5,24,332,Type 2 Coupling,1.153137416
0.5,48,80,Type 3 Coupling,1.154497846
0.5,24,160,Type 3 Coupling,1.155715681
0.5,48,126,Type 3 Coupling,1.156816734
0.5,48,79,Type 3 Coupling,1.157781618
0.5,48,262,Type 3 Coupling,1.158553021
0.5,72,33,Type 3 Coupling,1.159105563
0.5,72,33,Type 3 Coupling,1.159510338
0.5,72,40,Type 3 Coupling,1.159879938
0.5,48,15,Type 3 Coupling,1.160248168
0.5,24,150,Type 2 Coupling,1.160624541
0.5,48,15,Type 3 Coupling,1.161044164
0.5,24,331,Type 3 Coupling,1.161465947
0.5,48,16,Type 3 Coupling,1.161845553
0.5,48,15,Type 3 Coupling,1.16215218
0.5,48,15,Type 3 Coupling,1.162388981
0.5,48,15,Type 3 Coupling,1.162568194
0.5,48,15,Type 3 Coupling,1.162660936
0.5,48,15,Type 3 Coupling,1.162647698
0.5,72,24,Type 3 Coupling,1.162517273
0.5,72,382,Type 3 Coupling,1.162250284
0.5,72,199,Type 3 Coupling,1.161849142
0.6,24,236,Type 2 Coupling,1.161308884
0.6,48,143,Type 3 Coupling,1.160641248
0.6,72,9,Type 3 Coupling,1.159906295
0.6,72,395,Type 3 Coupling,1.159124661
0.6,72,119,Type 3 Coupling,1.158294057
0.6,24,276,Type 2 Coupling,1.157410231
0.6,48,172,Type 3 Coupling,1.15648707
0.6,48,258,Type 3 Coupling,1.155522861
0.6,48,47,Type 3 Coupling,1.154527898
0.6,48,224,Type 3 Coupling,1.153510286
0.6,24,1,Type 3 Coupling,1.152471533
0.6,48,265,Type 3 Coupling,1.151401376
0.6,72,48,Type 1 Coupling,1.150258216
0.6,72,250,Type 2 Coupling,1.148957911
0.6,24,158,Type 2 Coupling,1.147470448
0.6,72,390,Type 1 Coupling,1.145783272
0.6,24,211,Type 2 Coupling,1.143931897
0.6,24,7,Type 2 Coupling,1.141948746
0.6,24,4,Type 2 Coupling,1.139855986
0.6,24,4,Type 2 Coupling,1.137666124
0.6,24,4,Type 2 Coupling,1.135389267
0.6,24,2,Type 2 Coupling,1.133025239
0.6,24,214,Type 2 Coupling,1.130608958
0.6,24,79,Type 3 Coupling,1.12816482
0.6,48,32,Type 2 Coupling,1.125654255
0.6,24,4,Type 2 Coupling,1.123059184
0.6,24,211,Type 2 Coupling,1.120400605
0.7,24,14,Type 2 Coupling,1.117684367
0.7,24,25,Type 2 Coupling,1.114857048
0.7,24,24,Type 2 Coupling,1.11188867
0.7,24,9,Type 2 Coupling,1.108771964
0.7,24,17,Type 2 Coupling,1.105504226
0.7,24,24,Type 2 Coupling,1.102131976
0.7,24,5,Type 2 Coupling,1.098704193
0.7,24,17,Type 2 Coupling,1.095214136
0.7,24,9,Type 2 Coupling,1.09163269
0.7,24,229,Type 2 Coupling,1.087937412
0.7,24,27,Type 2 Coupling,1.084133185
0.7,24,14,Type 2 Coupling,1.08018255
0.7,24,18,Type 2 Coupling,1.076050294
0.7,24,31,Type 2 Coupling,1.071770012
0.7,24,21,Type 2 Coupling,1.067392334
0.7,24,15,Type 2 Coupling,1.062954859
0.7,24,17,Type 2 Coupling,1.058484214
0.7,24,13,Type 2 Coupling,1.053969148
0.7,24,390,Type 2 Coupling,1.049429971
0.8,24,25,Type 2 Coupling,1.044872032
0.8,24,18,Type 2 Coupling,1.040283761
0.8,24,12,Type 2 Coupling,1.035662404
0.8,24,11,Type 2 Coupling,1.031006363
0.8,24,26,Type 2 Coupling,1.026296279
0.8,24,54,Type 2 Coupling,1.02154016
0.8,24,44,Type 2 Coupling,1.016789041
0.8,72,172,Type 3 Coupling,1.012057172
0.8,24,390,Type 2 Coupling,1.007353
0.8,48,337,Type 3 Coupling,1.002667154
0.8,24,44,Type 2 Coupling,0.99798736
0.8,72,219,Type 3 Coupling,0.99333228
0.8,24,17,Type 2 Coupling,0.988708082
0.8,24,28,Type 2 Coupling,0.984112539
0.8,24,184,Type 3 Coupling,0.979525088
0.8,72,390,Type 3 Coupling,0.97492419
0.8,24,33,Type 2 Coupling,0.970299255
0.8,24,21,Type 2 Coupling,0.96565602
0.8,24,63,Type 2 Coupling,0.961005373
0.8,24,38,Type 2 Coupling,0.956366338
0.8,24,29,Type 2 Coupling,0.951742246
0.9,24,63,Type 2 Coupling,0.947150679
0.9,24,45,Type 2 Coupling,0.942610505
0.9,24,32,Type 2 Coupling,0.938143743
0.9,24,54,Type 2 Coupling,0.933758518
0.9,24,363,Type 2 Coupling,0.929467299
0.9,24,55,Type 2 Coupling,0.925268881
0.9,24,60,Type 2 Coupling,0.921163226
0.9,24,64,Type 2 Coupling,0.917160536
0.9,24,40,Type 2 Coupling,0.913237582
0.9,24,106,Type 2 Coupling,0.909354696
0.9,24,41,Type 2 Coupling,0.905491039
0.9,72,390,Type 3 Coupling,0.901658592
0.9,24,114,Type 2 Coupling,0.897862443
0.9,24,80,Type 2 Coupling,0.894090948
0.9,24,24,Type 2 Coupling,0.890360069
0.9,24,157,Type 2 Coupling,0.886695532
0.9,24,100,Type 2 Coupling,0.883110487
0.9,24,153,Type 2 Coupling,0.879604212
0.9,24,90,Type 2 Coupling,0.876156167
0.9,24,273,Type 2 Coupling,0.872758467
0.9,24,300,Type 2 Coupling,0.869420456
0.9,24,3,Type 2 Coupling,0.866151455
0.9,24,3,Type 2 Coupling,0.862957098
0.9,24,3,Type 2 Coupling,0.859840465
0.9,24,3,Type 2 Coupling,0.856796193
0.9,24,4,Type 2 Coupling,0.853823643
0.9,24,3,Type 2 Coupling,0.850929848
0.9,24,3,Type 2 Coupling,0.848119178
0.9,24,47,Type 2 Coupling,0.845393843
0.9,24,5,Type 2 Coupling,0.842737095
0.3,24,314,Type 3 Coupling,0.840136061
0.3,24,5,Type 2 Coupling,0.8375862
0.3,24,115,Type 2 Coupling,0.835096742
0.3,24,8,Type 2 Coupling,0.832681573
0.3,24,7,Type 2 Coupling,0.830353242
0.3,24,20,Type 2 Coupling,0.828120104
0.3,24,9,Type 2 Coupling,0.825998251
0.4,24,10,Type 2 Coupling,0.823994026
0.4,24,5,Type 2 Coupling,0.822108281
0.4,24,5,Type 2 Coupling,0.820337567
0.4,24,248,Type 2 Coupling,0.81866174
0.4,24,11,Type 2 Coupling,0.817068757
0.4,24,53,Type 2 Coupling,0.815547596
0.4,48,164,Type 1 Coupling,0.814099327
0.4,48,390,Type 3 Coupling,0.812733334
0.4,48,390,Type 3 Coupling,0.811459563
0.4,48,100,Type 1 Coupling,0.810289133
0.4,48,100,Type 1 Coupling,0.809221917
0.4,48,100,Type 1 Coupling,0.808239108
0.4,48,50,Type 1 Coupling,0.807313283
0.4,48,50,Type 1 Coupling,0.806430735
0.4,24,390,Type 2 Coupling,0.805604765
0.4,48,87,Type 3 Coupling,0.804850225
0.4,24,65,Type 2 Coupling,0.804167687
0.4,48,24,Type 1 Coupling,0.803564493
0.4,48,20,Type 1 Coupling,0.803058192
0.5,48,20,Type 1 Coupling,0.802670216
0.5,48,20,Type 1 Coupling,0.802409594
0.5,48,20,Type 1 Coupling,0.802256868
0.5,48,15,Type 1 Coupling,0.802219408
0.5,48,10,Type 1 Coupling,0.802300406
0.5,48,390,Type 1 Coupling,0.802496641
0.5,48,66,Type 3 Coupling,0.802808195
0.5,24,334,Type 3 Coupling,0.803215028
0.5,48,91,Type 3 Coupling,0.803710284
0.5,24,73,Type 2 Coupling,0.804314226
0.5,48,41,Type 3 Coupling,0.805058774
0.5,48,106,Type 3 Coupling,0.805967877
0.5,48,106,Type 3 Coupling,0.807014577
0.5,48,106,Type 3 Coupling,0.808186167
0.5,48,106,Type 3 Coupling,0.809477707
0.5,48,106,Type 3 Coupling,0.810883307
0.5,48,4,Type 3 Coupling,0.812373111
0.5,48,48,Type 3 Coupling,0.813928938
0.5,48,100,Type 1 Coupling,0.815561402
0.5,24,390,Type 1 Coupling,0.817279527
0.5,48,50,Type 1 Coupling,0.819081063
0.5,24,127,Type 2 Coupling,0.820999887
0.6,48,100,Type 1 Coupling,0.823072399
0.6,48,50,Type 1 Coupling,0.825323298
0.6,48,50,Type 1 Coupling,0.827757017
0.6,48,25,Type 1 Coupling,0.830327274
0.6,48,390,Type 3 Coupling,0.833008913
0.6,48,390,Type 3 Coupling,0.835766199
0.6,48,390,Type 2 Coupling,0.838592211
0.6,24,91,Type 2 Coupling,0.841499068
0.6,48,390,Type 2 Coupling,0.844499665
0.6,24,244,Type 3 Coupling,0.847592285
0.6,24,190,Type 3 Coupling,0.850774032
0.6,24,90,Type 2 Coupling,0.854033399
0.6,72,26,Type 2 Coupling,0.857356339
0.6,72,2,Type 2 Coupling,0.860762469
0.6,24,35,Type 2 Coupling,0.864258967
0.6,24,5,Type 2 Coupling,0.867861092
0.6,24,5,Type 2 Coupling,0.871618786
0.6,24,5,Type 2 Coupling,0.875555734
0.6,24,7,Type 2 Coupling,0.879642667
0.6,24,13,Type 2 Coupling,0.883846882
0.6,24,15,Type 2 Coupling,0.888153849
0.6,24,7,Type 2 Coupling,0.892536214
0.6,24,177,Type 3 Coupling,0.896986823
0.6,24,7,Type 2 Coupling,0.901496695
0.6,24,93,Type 2 Coupling,0.906028647
0.6,24,14,Type 2 Coupling,0.910562313
0.6,24,11,Type 2 Coupling,0.915086665
0.7,24,16,Type 2 Coupling,0.91960723
0.7,24,26,Type 2 Coupling,0.924144637
0.7,24,31,Type 2 Coupling,0.928686948
0.7,24,9,Type 2 Coupling,0.933229583
0.7,24,25,Type 2 Coupling,0.93777413
0.7,24,65,Type 2 Coupling,0.942352403
0.7,48,322,Type 2 Coupling,0.946978064
0.7,24,7,Type 2 Coupling,0.951635098
0.7,48,45,Type 2 Coupling,0.956301251
0.7,48,69,Type 2 Coupling,0.960976224
0.7,48,390,Type 2 Coupling,0.96567634
0.7,48,1,Type 2 Coupling,0.970414415
0.7,48,245,Type 3 Coupling,0.975157254
0.7,48,203,Type 3 Coupling,0.979872228
0.7,48,236,Type 3 Coupling,0.984534213
0.7,48,262,Type 3 Coupling,0.989168345
0.7,24,86,Type 2 Coupling,0.993828701
0.7,24,372,Type 3 Coupling,0.998526563
0.7,72,95,Type 3 Coupling,1.003236037
0.8,72,168,Type 3 Coupling,1.00791463
0.8,72,242,Type 3 Coupling,1.012549285
0.8,72,390,Type 3 Coupling,1.017114019
0.8,24,91,Type 2 Coupling,1.021616755
0.8,72,297,Type 3 Coupling,1.026080539
0.8,72,390,Type 3 Coupling,1.030527024
0.8,72,390,Type 3 Coupling,1.034994183
0.8,72,400,Type 1 Coupling,1.039497394
0.8,72,390,Type 1 Coupling,1.043988481
0.8,72,209,Type 3 Coupling,1.04840801
0.8,24,102,Type 2 Coupling,1.052687602
0.8,72,276,Type 3 Coupling,1.056831541
0.8,24,210,Type 1 Coupling,1.060851249
0.8,72,235,Type 3 Coupling,1.064766644
0.8,72,208,Type 3 Coupling,1.068644384
0.8,72,390,Type 3 Coupling,1.072495557
0.8,72,119,Type 2 Coupling,1.076300303
0.8,72,109,Type 2 Coupling,1.080073045
0.8,72,142,Type 2 Coupling,1.083811686
0.8,72,136,Type 2 Coupling,1.08749553
0.8,72,167,Type 2 Coupling,1.091102003
